                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.95437,                0.88211,                 1.6095,                0.90287,                0.90025,                0.96428,                0.59585,                 1.2933,                0.87231,                 1.9193,              0.0013204,              0.0013204,              0.0013204
                     23,                0.94788,                0.87104,                 1.6038,                0.89026,                0.86783,                0.94685,                0.61268,                  1.226,                 1.1024,                 1.8749,              0.0013039,              0.0013039,              0.0013039
                     24,                  0.936,                0.86128,                 1.5918,                0.95275,                0.93267,                0.97965,                0.61341,                 1.2776,                0.73244,                 1.9218,              0.0012874,              0.0012874,              0.0012874
                     25,                0.94005,                 0.8518,                 1.5978,                0.95525,                0.96509,                 0.9866,                0.64723,                 1.1955,                0.69472,                 1.8107,              0.0012709,              0.0012709,              0.0012709
                     26,                0.92258,                 0.8535,                 1.5813,                 0.9432,                0.97257,                0.98488,                0.63527,                 1.2022,                 0.8215,                 2.0246,              0.0012544,              0.0012544,              0.0012544
                     27,                0.91748,                0.82113,                 1.5786,                0.93776,                0.94514,                0.97836,                0.64685,                 1.2082,                0.72766,                  1.816,              0.0012379,              0.0012379,              0.0012379
                     28,                0.91964,                0.82537,                 1.5806,                0.94308,                0.95026,                0.98152,                0.64928,                 1.1909,                0.74953,                 1.8786,              0.0012214,              0.0012214,              0.0012214
                     29,                0.90772,                0.82486,                  1.569,                0.95962,                0.94264,                 0.9831,                0.63724,                 1.2238,                0.68021,                 1.8006,              0.0012049,              0.0012049,              0.0012049
                     30,                0.90564,                0.81611,                 1.5666,                 0.8798,                0.83963,                0.92462,                0.55306,                 1.3257,                 1.0252,                 1.9228,              0.0011884,              0.0011884,              0.0011884
                     31,                0.88527,                0.80055,                 1.5561,                0.96959,                0.95401,                0.98654,                0.67734,                  1.149,                0.67499,                 1.8727,              0.0011719,              0.0011719,              0.0011719
                     32,                0.87348,                0.77835,                 1.5398,                0.94535,                0.94907,                 0.9819,                0.65262,                 1.1769,                0.72829,                  1.883,              0.0011554,              0.0011554,              0.0011554
                     33,                0.87596,                0.78429,                 1.5359,                0.96952,                0.95197,                0.98604,                0.67587,                 1.1185,                0.65245,                 1.9505,              0.0011389,              0.0011389,              0.0011389
                     34,                0.88799,                0.79145,                 1.5478,                0.94042,                0.89277,                0.96983,                0.64333,                 1.2151,                0.80082,                 1.8685,              0.0011224,              0.0011224,              0.0011224
                     35,                0.87203,                0.77288,                 1.5318,                0.98043,                0.98005,                0.99038,                0.68478,                 1.1576,                0.60037,                 1.7609,              0.0011059,              0.0011059,              0.0011059
                     36,                0.85693,                0.74285,                 1.5201,                0.94046,                0.89776,                0.96066,                0.61891,                 1.2359,                0.88268,                 1.8298,              0.0010894,              0.0010894,              0.0010894
                     37,                 0.8481,                0.74162,                 1.5072,                0.96548,                0.97632,                0.98787,                0.67324,                 1.1556,                0.63673,                 1.7704,              0.0010729,              0.0010729,              0.0010729
                     38,                0.84954,                0.74477,                 1.5212,                0.97329,                0.97257,                0.98874,                 0.6955,                 1.1196,                0.60947,                 1.8397,              0.0010564,              0.0010564,              0.0010564
                     39,                0.83533,                0.74047,                 1.5044,                0.96554,                0.90822,                0.97711,                0.66769,                 1.1538,                0.81005,                 1.8778,              0.0010399,              0.0010399,              0.0010399
                     40,                0.83267,                0.71435,                 1.5057,                0.95196,                 0.9601,                0.98438,                0.65969,                 1.1758,                0.69616,                 1.8335,              0.0010234,              0.0010234,              0.0010234
                     41,                0.83121,                0.74901,                 1.4996,                0.93894,                0.95761,                0.98362,                0.66399,                 1.1411,                0.67324,                  1.848,              0.0010069,              0.0010069,              0.0010069
                     42,                0.82492,                0.70755,                 1.4914,                0.94585,                0.95824,                0.98587,                0.68064,                 1.1543,                0.64616,                 1.8105,             0.00099036,             0.00099036,             0.00099036
                     43,                0.81814,                0.70716,                 1.4869,                0.96315,                0.96509,                0.98484,                0.68509,                 1.1261,                  0.615,                 1.8053,             0.00097386,             0.00097386,             0.00097386
                     44,                0.80818,                0.69513,                 1.4786,                0.94369,                0.96758,                  0.982,                0.67626,                 1.1176,                0.70778,                 1.8995,             0.00095736,             0.00095736,             0.00095736
                     45,                0.80134,                  0.691,                 1.4761,                0.93186,                0.96758,                0.98158,                0.66875,                 1.1911,                0.63034,                 1.8227,             0.00094085,             0.00094085,             0.00094085
                     46,                0.77965,                0.67477,                 1.4543,                0.96844,                0.95262,                 0.9847,                0.68837,                 1.1034,                 0.7041,                 1.8176,             0.00092435,             0.00092435,             0.00092435
                     47,                 0.7746,                0.66402,                 1.4433,                0.96942,                0.95262,                0.98686,                0.69074,                 1.1169,                0.64812,                 1.8202,             0.00090785,             0.00090785,             0.00090785
                     48,                0.78346,                0.67202,                 1.4539,                0.95921,                0.93821,                0.98304,                0.69934,                  1.098,                0.75882,                 1.8498,             0.00089134,             0.00089134,             0.00089134
                     49,                0.77671,                0.67624,                 1.4559,                0.94653,                0.97111,                0.98915,                0.69251,                 1.1239,                0.62195,                  1.768,             0.00087484,             0.00087484,             0.00087484
                     50,                 0.7716,                0.67103,                 1.4437,                0.96951,                0.96758,                0.98937,                0.69457,                 1.1138,                0.60889,                 1.8221,             0.00085834,             0.00085834,             0.00085834
                     51,                0.78087,                0.67233,                 1.4567,                0.96087,                0.97506,                0.98553,                0.68062,                  1.113,                0.61344,                 1.8571,             0.00084184,             0.00084184,             0.00084184
                     52,                0.76183,                0.64879,                 1.4323,                0.97505,                0.97462,                0.98859,                0.68425,                 1.1291,                0.61895,                 1.8834,             0.00082533,             0.00082533,             0.00082533
                     53,                 0.7578,                0.64774,                 1.4344,                0.96551,                0.97742,                0.99012,                 0.7023,                 1.1028,                0.58961,                 1.7745,             0.00080883,             0.00080883,             0.00080883
                     54,                0.74913,                0.64076,                 1.4269,                0.96166,                0.93815,                0.98178,                0.68168,                 1.1446,                0.66637,                 1.8114,             0.00079233,             0.00079233,             0.00079233
                     55,                 0.7502,                0.63594,                 1.4214,                0.97373,                0.95761,                0.98594,                0.68099,                 1.1488,                0.67139,                 1.9107,             0.00077582,             0.00077582,             0.00077582
                     56,                 0.7366,                0.63269,                 1.4136,                0.97053,                0.97007,                0.98905,                0.70266,                 1.1062,                0.58362,                 1.8484,             0.00075932,             0.00075932,             0.00075932
                     57,                0.72733,                0.61623,                 1.3999,                0.97413,                0.93918,                0.98415,                0.70012,                 1.1172,                0.67462,                 1.8201,             0.00074282,             0.00074282,             0.00074282
                     58,                0.73391,                0.62237,                 1.4088,                 0.9626,                0.96287,                 0.9836,                0.68964,                 1.1147,                 0.6263,                 1.8261,             0.00072631,             0.00072631,             0.00072631
                     59,                0.71944,                0.60768,                 1.3988,                0.96231,                0.95519,                0.98397,                0.68099,                 1.1503,                0.66119,                 1.8338,             0.00070981,             0.00070981,             0.00070981
                     60,                0.71487,                 0.6007,                  1.388,                0.97262,                0.98005,                0.98612,                0.70128,                 1.0653,                0.62436,                 1.8396,             0.00069331,             0.00069331,             0.00069331
                     61,                0.69214,                0.59007,                 1.3721,                0.96894,                0.93355,                0.98365,                 0.6902,                 1.1157,                0.67684,                 1.8131,              0.0006768,              0.0006768,              0.0006768
                     62,                0.71593,                0.59538,                 1.3919,                0.95545,                0.98005,                 0.9874,                0.69422,                  1.119,                0.63264,                 1.8725,              0.0006603,              0.0006603,              0.0006603
                     63,                0.70298,                0.59311,                   1.38,                0.95945,                0.96758,                0.98356,                0.70406,                  1.099,                0.59373,                 1.8056,              0.0006438,              0.0006438,              0.0006438
                     64,                0.70191,                 0.5938,                 1.3786,                 0.9541,                0.98753,                0.98701,                0.70338,                 1.0982,                 0.5989,                 1.7971,             0.00062729,             0.00062729,             0.00062729
                     65,                0.69803,                0.58977,                 1.3698,                0.97491,                0.98254,                0.98906,                0.70599,                  1.094,                0.58548,                 1.8112,             0.00061079,             0.00061079,             0.00061079
                     66,                0.67953,                0.57936,                 1.3598,                0.96249,                0.97007,                0.98759,                0.70605,                 1.0974,                 0.5984,                 1.8909,             0.00059429,             0.00059429,             0.00059429
                     67,                0.67302,                0.57352,                 1.3469,                 0.9622,                0.97756,                0.98684,                0.70557,                 1.1173,                0.58248,                  1.886,             0.00057778,             0.00057778,             0.00057778
                     68,                0.68467,                0.57876,                 1.3546,                0.97488,                0.96768,                0.98697,                 0.7041,                 1.0981,                0.61431,                 1.8503,             0.00056128,             0.00056128,             0.00056128
                     69,                0.66577,                0.55697,                 1.3462,                0.98484,                0.97179,                0.98461,                0.70467,                 1.0989,                0.55111,                 1.8699,             0.00054478,             0.00054478,             0.00054478
                     70,                0.66844,                0.56053,                 1.3468,                0.97253,                0.97121,                0.98819,                0.70606,                 1.0835,                0.58809,                 1.8406,             0.00052827,             0.00052827,             0.00052827
                     71,                0.66743,                0.56082,                 1.3426,                0.95168,                0.98242,                 0.9867,                0.70517,                 1.0881,                0.58819,                 1.8354,             0.00051177,             0.00051177,             0.00051177
                     72,                0.64789,                0.54427,                 1.3196,                0.96092,                0.97257,                 0.9879,                0.71071,                 1.0676,                0.61927,                 1.8186,             0.00049527,             0.00049527,             0.00049527
                     73,                0.65371,                0.55483,                 1.3361,                0.97739,                 0.9704,                0.98626,                0.69674,                 1.0859,                0.59272,                 1.8125,             0.00047876,             0.00047876,             0.00047876
                     74,                0.64452,                0.53377,                  1.328,                0.97134,                0.96758,                0.98859,                0.70402,                 1.1068,                0.60193,                 1.8666,             0.00046226,             0.00046226,             0.00046226
                     75,                0.64571,                0.53141,                 1.3228,                0.96369,                0.99281,                0.98812,                0.70338,                 1.1138,                0.57532,                  1.866,             0.00044576,             0.00044576,             0.00044576
                     76,                0.63523,                0.53147,                 1.3146,                0.97247,                0.96259,                0.98637,                0.70018,                 1.0853,                0.58652,                 1.8375,             0.00042925,             0.00042925,             0.00042925
                     77,                0.63389,                0.52913,                 1.3076,                 0.9653,                0.98504,                0.98671,                0.71137,                 1.1045,                0.56219,                  1.871,             0.00041275,             0.00041275,             0.00041275
                     78,                0.63206,                0.52175,                 1.3148,                0.95231,                0.97756,                0.98613,                0.70976,                 1.0972,                0.59484,                 1.8594,             0.00039625,             0.00039625,             0.00039625
                     79,                0.62496,                0.52769,                 1.3061,                0.97739,                0.97019,                0.98726,                0.70729,                 1.0795,                0.57549,                 1.8398,             0.00037974,             0.00037974,             0.00037974
                     80,                0.61605,                0.51912,                 1.2971,                0.98247,                0.97843,                0.98875,                0.71161,                 1.0785,                0.55395,                 1.8847,             0.00036324,             0.00036324,             0.00036324
                     81,                0.61621,                 0.5114,                 1.2985,                 0.9675,                0.96509,                0.98731,                 0.7114,                 1.0756,                0.61027,                 1.8226,             0.00034674,             0.00034674,             0.00034674
                     82,                0.60198,                0.50751,                  1.284,                0.97623,                0.96509,                 0.9878,                 0.7053,                 1.0842,                0.58679,                 1.8745,             0.00033023,             0.00033023,             0.00033023
                     83,                0.60355,                0.50004,                 1.2857,                 0.9654,                  0.974,                0.98553,                0.70936,                 1.0832,                0.59407,                 1.8888,             0.00031373,             0.00031373,             0.00031373
                     84,                0.60243,                0.49972,                 1.2845,                0.96803,                 0.9816,                0.98814,                0.70206,                 1.0861,                0.58799,                 1.8874,             0.00029723,             0.00029723,             0.00029723
                     85,                0.60036,                0.49742,                 1.2821,                0.97469,                0.96509,                0.98794,                0.69798,                 1.1061,                0.60652,                 1.8702,             0.00028072,             0.00028072,             0.00028072
                     86,                0.59498,                0.49138,                 1.2768,                0.97594,                0.95012,                0.98449,                0.69717,                 1.0943,                0.61348,                 1.8715,             0.00026422,             0.00026422,             0.00026422
                     87,                0.59009,                0.48843,                 1.2718,                 0.9701,                0.97107,                0.98851,                0.71075,                  1.077,                0.58394,                 1.8659,             0.00024772,             0.00024772,             0.00024772
                     88,                0.58467,                0.49187,                 1.2725,                 0.9657,                0.98301,                0.98806,                0.70552,                 1.0772,                0.57727,                 1.8897,             0.00023121,             0.00023121,             0.00023121
                     89,                0.58117,                0.48663,                 1.2631,                0.97823,                0.97506,                0.98833,                0.71053,                 1.0896,                0.56976,                 1.9055,             0.00021471,             0.00021471,             0.00021471
                     90,                0.57887,                0.48822,                 1.2709,                0.97309,                0.99213,                0.98919,                0.70635,                  1.099,                0.56061,                 1.9129,             0.00019821,             0.00019821,             0.00019821
                     91,                0.54683,                0.35451,                 1.1642,                0.97022,                0.97512,                0.98736,                0.70312,                 1.0867,                0.58654,                 1.9406,              0.0001817,              0.0001817,              0.0001817
                     92,                0.52373,                0.32752,                 1.1201,                 0.9564,                0.98463,                0.98811,                0.70136,                 1.0816,                 0.5695,                 1.9335,              0.0001652,              0.0001652,              0.0001652
                     93,                0.51303,                0.31351,                 1.1154,                0.96593,                0.97756,                0.98823,                0.70726,                 1.0925,                0.57241,                 1.9551,              0.0001487,              0.0001487,              0.0001487
                     94,                 0.5193,                0.32292,                  1.122,                0.97243,                0.97756,                0.98858,                0.70834,                 1.0926,                0.56685,                 1.9602,             0.00013219,             0.00013219,             0.00013219
                     95,                0.50597,                0.30958,                 1.1065,                0.97275,                0.97756,                 0.9884,                0.71115,                 1.0888,                0.57057,                 1.9817,             0.00011569,             0.00011569,             0.00011569
                     96,                0.49554,                0.30422,                 1.0893,                0.98632,                0.97007,                0.98912,                 0.7117,                 1.0871,                0.56977,                 1.9803,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.48797,                0.30313,                 1.0855,                 0.9849,                0.97627,                0.98922,                0.70845,                 1.0867,                0.57121,                 1.9746,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.48623,                0.29775,                 1.0774,                0.98738,                0.97554,                0.98919,                0.70465,                 1.0921,                 0.5758,                 1.9835,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.48016,                0.29319,                 1.0739,                0.97866,                0.98254,                0.98906,                0.70997,                 1.0893,                0.56802,                 1.9933,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.47955,                0.29679,                  1.073,                0.97704,                0.98254,                0.98903,                 0.7089,                 1.0897,                0.57335,                 1.9902,             3.3173e-05,             3.3173e-05,             3.3173e-05
